2982,,D5F7,01,FB,,,,,,FCB,"1,$FB",DATA ADDRESS MARK (AM2)
2983,,D5F9,00,FF,,,,,,FCB,"0,$FF",DATA FIELD (256 BYTES)
2984,,D5FB,01,F7,,,,,,FCB,"1,$F7",CRC REQUEST
2985,,D5FD,18,4E,,,,,,FCB,"24,$4E",GAP III (POST DATA GAP)
2986,,,,,,,,,,,,
2987,,,,,,,,,,,,
2988,,D5FF,34,04,,,,,LD5FF,PSHS,B,SAVE ACCB
2989,,D601,C6,05,,,,,,LDB,#$05,5 RETRIES
2990,,D603,F7,09,88,,,,,STB,ATTCTR,SAVE RETRY COUNT
2991,,D606,35,04,,,,,,PULS,B,RESTORE ACCB
2992,,D608,8D,62,,,,,LD608,BSR,DSKCON,GO EXECUTE COMMAND
2993,,D60A,0D,F0,,,,,,TST,DCSTA,CHECK STATUS
2994,,D60C,27,0D,,,,,,BEQ,LD61B,BRANCH IF NO ERRORS
2995,,D60E,96,F0,,,,,LD60E,LDA,DCSTA,GET DSKCON ERROR STATUS
2996,,D610,C6,3C,,,,,,LDB,#2*30,'WRITE PROTECTED' ERROR
2997,,D612,85,40,,,,,,BITA,#$40,CHECK BIT 6 OF STATUS
2998,,D614,26,02,,,,,,BNE,LD618,BRANCH IF WRITE PROTECT ERROR
2999,,D616,C6,28,,,,,LD616,LDB,#2*20,'I/O ERROR'
3000,,D618,7E,AC,46,,,,LD618,JMP,LAC46,JUMP TO ERROR DRIVER
